whitepaper_url,Project_name
https://citios.io/assets/CitiOS_Whitepaper-e9acad274b3bd3121964deeb8703ec1b97da1f8b2d78a87aa03710d1fc9538f2.pdf,CitiOS_info
https://view.attach.io/HJQ3yvpcM,Akropolis_info
https://pukkamex.com/wp-content/uploads/2019/04/Pukkamex-White-Paper-Release-v2.0-1.pdf,pukkamex_info
https://tenbillion.network/wp-content/uploads/2019/07/TenBillion-Coin-White-Paper-20190717.pdf,Ten Billion Coin IEO_info
https://2local.io/docs/Whitepaper.pdf,2local
https://koltoken.io/wp-content/uploads/2019/08/whitepaper-1.pdf,Robin8
https://home.porus.io/wp_en.pdf,Porus_info
www.dwcproject.com/white-paper,Digital Wallet_info
https://www.izichain.network/White-Page-IZIChain-Final-EN.pdf,IZIChain_info
https://adrenaline.ai/assets/docs/en/AdrenalineAI_WP_EN_V1.1.pdf,Adrenaline
https://ubecoin.com/get-whitepaper/,Ubecoin_info
https://www.nemodax.com/doc/NEMODaX_White_Paper_ver.1.0_ENG.pdf,NEMODaX_info
https://allsesame.com/allsesame-whitepaper.pdf,AllSesame
https://bitherplatform.io/docs/Whitepaper.pdf,Bither
https://whitepaper.uncloak.io/,Uncloak
https://docsend.com/view/iwvwb6x,Linix
https://drive.google.com/file/d/1WyEe0YnoihbtJrhykLZGdt0nnHF53Fi-/view,USNS_info
https://www.swace.io/downloads/Swace_Whitepaper.pdf,Swace
https://docsend.com/view/ak3rdft,Dos Network
https://drive.google.com/file/d/1U1IkRHI5VCdc1SPonr1x9aOwC9wKUodt/view?usp=sharing,Zest_info
https://gifto.io/GIFTO_Whitepaper_V1.3_20171122.pdf,GIFTO
https://storage.googleapis.com/blabber-download/whitepaper.pdf,BLABBER
https://www.pocketnode.net/documents/NODE%20-%20The%20White%20Paper.pdf,Pocket Node
https://view.attach.io/HJQ3yvpcM,Akropolis
https://www.veriblock.org/wp-content/uploads/2018/03/PoP-White-Paper.pdf,VeriBlock
https://files.ioex.co/whitepaper/ioeX_whitepaper_en.pdf,ioeX
https://endlessmining.io/wp-content/uploads/2019/05/RES-WHITE.pdf,RES
https://storage.googleapis.com/blabber-download/whitepaper.pdf,BLABBER_info
https://earthbi.io/en/whitepaper-2/,EarthBi_info
https://docsend.com/view/iwvwb6x,Linix_info
https://pixby.io/app/public/white-paper,PIXBY Project
https://3349fdc5-c439-4ed7-8e79-0c4c767fb2f0.filesusr.com/ugd/8436a0_13918c444e584b60a6b8a6e149719bce.pdf,Monetorb
https://whitepaper.matic.network/,Matic
https://whitepaper.matic.network/,Matic_info
https://www.nemodax.com/doc/NEMODaX_White_Paper_ver.1.0_ENG.pdf,NEMODaX
https://vecap.io/pdf/whitepaper/VeCap_Whitepaper.pdf,VECAP_info
https://github.com/grabityorg/WhitePaper/blob/master/Eng.MD,Grabity_info
https://co-initiative.io/wp-content/uploads/2019/09/WhitePaper_COI-compressed.pdf,Carbon Offset Initiative
https://github.com/trias-lab/Documentation/blob/master/EN/Whitepaper-EN.md#6-team-and-partners,Trias_info
https://fesschain.live/images/azalea/white_paper_1.pdf,FESS Chain_info
https://iprotocol.network/whitepaper.pdf,iProtocol Network_info
https://www.swapzilla.co/WhitePaper-eng2.pdf,SwapZilla
https://elrond.com/files/Elrond_Whitepaper_EN.pdf,Elrond Network_info
https://www.alfaenzo.io/libs/pdf/whitepaper.pdf,Alfa-Enzo
https://www.agrolifecoin.com/downloads/WhitePaper-EN.pdf,Agrolifecoin_info
https://d2n2g5n187q8lu.cloudfront.net/static/docs/BRD-whitepaper-EN.pdf,Bread
https://adabsolutions.com/docs/wp/en_wp.pdf,Adab Solutions
https://drive.google.com/file/d/1Pu1t4vRxQs5Ef2DveoKdpu0e6ghHVSFy/view?usp=sharing,Stan World
https://origin.foundation/wp-content/uploads/2019/04/Origin-Foundation-Whitepaper-ORIGIN-Token-V1.0-English.pdf,Origin Foundation
https://storage.googleapis.com/dexon-website/DEXON%20White%20Paper_v2.pdf,DEXON
https://oceanprotocol.com/business-whitepaper.pdf,Ocean Protocol_info
https://ultralpha.io/static/whitePaper_UltrAlpha_en.pdf,UltrAlpha
https://paymentporte.com/wp-content/uploads/2019/07/1_4976791662022885471.pdf,Payment Porte
https://dexacoin.net/wp-content/uploads/2019/09/DEXA-COIN-WHITEPAPER-ENGLISH-UPDATED-26H-SEP-2019.pdf,DEXA Coin
https://megaltr.com/upload/whitepaper%20english.pdf,MegaLTR_info
https://www.beatzcoin.io/downloads/en/Whitepaper.pdf?v=1,BeatzCoin_info
https://www.spinprotocol.io/assets/pdf/SPIN_onepager_v1.0.pdf,Spin Protocol_info
https://www.tripedia.io/download/%e7%99%bd%e7%9a%ae%e6%9b%b8-%e8%8b%b1%e6%96%87?wpdmdl=800,Tripedia_info
https://s3.ap-northeast-2.amazonaws.com/wishchain/WhitePaper_en_v0.72.pdf,Wish Chain
https://dain.ai/docs/DAIN%20-%20Whitepaper_ENG.pdf,DAIN
https://level01.io/wp-content/uploads/2018/06/level01_whitepaper_final1-2.pdf,Level01
https://medicancoin.com/pdf/mcan-whitepaper.pdf,Medical Cannabis_info
https://geco.one/static/files/whitepaper.pdf,Geco
https://stepchain.net/images/whitepaper.pdf,StepChain_info
https://fund.silicanexus.com/wp-content/uploads/2018/12/C4D-White-Paper-BP.V06.pdf,Silica neXus
https://www.mycrojobs.io/download/Mycro-Whitepaper-English.pdf,Mycro
https://dexage.io/ico/files/white-paper.pdf,DexAge
https://www.xcrypt.club/xCrypt-Whitepaper.pdf,xCrypt_info
https://aerum.com/en/white-paper,Aerum
https://www.spinprotocol.io/assets/pdf/SPIN_onepager_v1.0.pdf,Spin Protocol
https://azultec.de/wp-content/uploads/EN_azultec-White-Paper.pdf,Azultec
https://multichain.ventures/documents.html,Multichain Ventures_info
https://www.terragreen.io/greenpaper.pdf,TerraGreen
https://auditchain.com/Auditchain-Whitepaper.pdf,Auditchain_info
https://connectome.to/pdf/v1.pdf,Connectome
https://super8.network/whitepaper.pdf,Super 8_info
https://cybrtoken.io/wp-content/uploads/2018/09/cybr-whitepaper.pdf,CYBR
https://translateme.network/wp-content/uploads/2018/10/whitepaper.pdf,TranslateMe_info
https://www.bitfinex.com/wp-2019-05.pdf,BITFINEX
https://www.alfaenzo.io/libs/pdf/whitepaper.pdf,Alfa-Enzo_info
https://medicancoin.com/pdf/mcan-whitepaper.pdf,Medical Cannabis
https://tentech.io/static/documents/TEN-WHITEPAPER.pdf,TEN Token_info
https://www.rowanenergy.com/RowanEnergy-Concept-document.pdf,Rowan Energy Blockchain
https://monnos.com/en/white-paper/,MONNOS_info
https://www.azumacoin.io/static/Azuma_WP_Sep17-2b944767e8ac9abe89bd3ae0fdf6cfa1.pdf,Azuma Games
https://prediqt.io/wp-content/uploads/2020/02/Prediqt-IEO-Businesss-Investor-Whitepaper-v5.7-for-website-February-2020.pdf,Prediqt_info
https://coti.io/en/files/COTI-technical-whitepaper.pdf,COTI
https://www.oathprotocol.com/files/OATH-Whitepaper-EN.pdf,OATH Protocol_info
https://www.youtube.com/embed/165SSYueCJw,1irstcoin_info
https://www.zoptax.com/whitepaper.pdf,Zoptax
https://images.fxempire.com/ico/whitepaper/dusk-whitepaper.pdf,Dusk Network_info
https://www.decimated.net/whitepaper-browser-version/,Decimated_info
https://ultralpha.io/static/whitePaper_UltrAlpha_en.pdf,UltrAlpha_info
https://www.agrolifecoin.com/downloads/WhitePaper-EN.pdf,Agrolifecoin
https://alphanu.io/Alphanu%20EN%20Whitepaper%20Final.pdf,Alphanu_info
https://coti.io/en/files/COTI-technical-whitepaper.pdf,COTI_info
https://www.gtexgame.io/gtex-whitepaper.pdf,GTEX Gaming Platform_info
https://bit.ly/2UTZox4,MPCX_info
https://www.freelanex.io/wp-content/uploads/2019/09/Whitepaper-Freelanex-1.pdf,Freelanex
https://medilives.io/documents/english_mediLiVes_whitepaper_v1.0.pdf,MediLiVes_info
https://windhanenergy.io/file/whitepaper-English.pdf,Windhan Energy
https://www.dropbox.com/sh/irhmw1y7wj3b2tn/AAAdoYYsNUqTctBkh8TdrYgCa?dl=0&preview=meVuwhitepaper+-+English+-+Original+-+Updated.pdf,MEvU
https://yellowbetter.com/Whitepaper_EN.pdf,YellowBetter_info
https://aliencloud.xyz/docs/whitepaper_v4.pdf,AlienCloud
https://codemyedu.com/pdf/CodemyEdu_White_paper_v2.0.pdf,Codemy_info
https://harmony.one/whitepaper.pdf,harmony_info
https://mlgc.io/ML_whitepaper_EN.pdf,Marshal Lion Group Coin
https://percivaltoken.com/wp-content/uploads/2018/08/Percival_Whitepaper.pdf,Percival
https://www.sessia.com/stasic/doc/wp_eng-2018.compressed.pdf,SESSIA_info
https://s3.eu-central-1.amazonaws.com/btm-prod-tge-static/media/public/landing/white_paper/BetMatch_WP_20.11.18_english2_16.53.pdf,Betmatch
https://www.tokoin.io/whitepaper/Whitepaper.pdf?id=93463cf8ec8457c6c862,ToKoin
https://token.guider.travel/WP_EN.pdf,Guider
https://www.cubechain.io/assets/file/Cube%20Chain_ENG.pdf,Cube Chain_info
https://d2n2g5n187q8lu.cloudfront.net/static/docs/BRD-whitepaper-EN.pdf,Bread_info
https://token.steemhunt.com/HUNT_Whitepaper_v1.1_EN.pdf,HUNT_info
https://verasity.io/documents/verasity_whitepaper_eng.pdf,Verasity_info
https://azultec.de/wp-content/uploads/EN_azultec-White-Paper.pdf,Azultec_info
https://www.shopereum.io/Shopereum-v1_4_2.pdf,Shopereum_info
https://spdx.io/whitepaper/whitepaper_eng.pdf,SPENDER
https://www.idap.io/docs/idap-io-whitepaper.pdf,idap
https://allbebet.io/docs/white_paper_eng.pdf,Allbebet
https://btccredit.io/pdf/btccredit_whitepaper.pdf,Btccredit_info
https://www.bravesound.io/brave-wp.pdf,Brave Sound Token_info
https://s3.amazonaws.com/iowngroup-public/material/iOWN-whitepaper-v1.6.1.pdf,iOWN Token_info
https://www.nexxusuniversity.com/Attachments/38/21/NexxusWhitepaper.pdf,Nexxus Rewards_info
https://drive.google.com/file/d/1I8saGafeyI2VNqXBuGzOnm31ikXVoo55/view,BitKAM Network_info
https://esax.tech/whitepaper/whitepaper-esax.pdf,ESAX_info
https://www.bitenny.io/assets/files/bitenny-whitepaper-english.pdf,Bitenny
https://drive.google.com/file/d/1xSdwKmSXXY30sHMduLGhRsjv_69oeyw1/view,Natural Eco Carbon Coin
https://next.exchange/files/NEXT-Presentation-Jan20-ENG.pdf,NEXT
https://endlessmining.io/wp-content/uploads/2019/05/RES-WHITE.pdf,RES_info
https://s3.ap-northeast-2.amazonaws.com/alphacon.io/whitepaper/alphaconWhitePaperEngVer12.pdf,Alphacon
https://drive.google.com/file/d/14AOnnmRhb74E1OQ0ggofj2ZlOcgIq3SH/view,Smathium_info
https://docs.google.com/document/d/1nF7ZwjGV42LTUdq1Tk9GfS5LKpV6kxcRYwdh_Nwsn64/edit#heading=h.5yhqjme25yyn,StiB_info
https://www.v.systems/static/vsyswhitepaper.pdf,V Systems_info
https://www.thestonecoin.com/whitepaper-english.pdf,Stonecoin
https://drive.google.com/file/d/1eC1dGVQqmtHwcozjHW06zk5Tlo1G1cq1/view,PantheonX
https://newpaw.web.app/whitepaper/,Pawtocol_info
https://stepchain.net/images/whitepaper.pdf,StepChain
https://landing.biido.id/images/bion_whitepaperv1.6.pdf,Biido_info
https://explorecoin.io/assets/docs/explorecoin_whitepaper.pdf,ExploreCoin_info
https://docsend.com/view/jjvty8q,Emogi
https://redi.io/whitepaper,REDi
https://www.docdroid.net/sAMYojj/blockium-whitepaper.pdf#page=4,Blockium
https://www.hnb-ex.com/pdf/hbxt-whitepaper.pdf,H&B Exchange Token_info
https://www.dropbox.com/sh/irhmw1y7wj3b2tn/AAAdoYYsNUqTctBkh8TdrYgCa?dl=0&preview=meVuwhitepaper+-+English+-+Original+-+Updated.pdf,MEvU_info
https://loleiu.io/docs/LOL_STO_WP.pdf,LOLTOKEN BY EIU
https://fetch.ai/technical-introduction,Fetch
https://assets.website-files.com/5c76b34803ce795a0388d8da/5d5bac8840c6be296682c4e3_Whitepaper_Team_19.08.pdf,DIVO
https://iatokens.com/docs/IAT%20WHITEPAPER.pdf,IAT
https://www.plannerscape.com/wp-content/uploads/2019/05/PlannerScape-White-Paper-v4.pdf,PlannerScape
https://clinicall.io/docs/whitepaper/Clinicall%20Whitepaper.pdf,ClinicAll
https://docsend.com/view/i98xgq9,BlobFlow_info
https://bolttcoin.io/BolttCoinWhitePaper-V1.0.pdf,BolttCoin_info
https://www.emx.com/assets/whitepaper-en.pdf,EMX_info
https://curate.style/whitepaper.pdf,Curate
https://prediqt.io/wp-content/uploads/2020/02/Prediqt-IEO-Businesss-Investor-Whitepaper-v5.7-for-website-February-2020.pdf,Prediqt
https://alpha-x.io/assets/website/whitepaper/Whitepaper.pdf,AlphaX
https://yellowbetter.com/Whitepaper_EN.pdf,YellowBetter
https://faireum.io/assets/files/Faireum_whitepaper2.0_En.pdf,Faireum
https://en.viarium.io/en/files/VR_WP_ENG.pdf,VIARIUM_info
https://token.bankaero.com/bankaero-whitepaper.pdf,Bankaero
https://tokensale.moozicore.com/whitepaper.pdf,Moozicore_info
https://fesschain.live/images/azalea/white_paper_1.pdf,FESS Chain
https://volum.io/wp-content/themes/volum/images/volum-whitepaper.pdf,Volum
https://token.bankaero.com/bankaero-whitepaper.pdf,Bankaero_info
https://aliencloud.xyz/docs/whitepaper_v4.pdf,AlienCloud_info
https://trpcoin.com/img_up/shop_pds/turnple/design/pdf/trpebusdup.pdf,turnple
https://connectingcoin.io/wp-content/uploads/2018/10/Connect-Coin-WHITE-PAPER-v1.0-2.pdf,XCon_info
https://s3.eu-central-1.amazonaws.com/btm-prod-tge-static/media/public/landing/white_paper/BetMatch_WP_20.11.18_english2_16.53.pdf,Betmatch_info
https://mydogdata.com/pdf/DogdataLitewhitepaper.pdf,DogData_info
https://bandprotocol.com/whitepaper-3.0.1.pdf,Band Protocol_info
https://karus-chain.s3-us-west-2.amazonaws.com/KarusWP_English+v5.1.pdf,Karuschain
https://multichain.ventures/documents.html,Multichain Ventures
https://duo.network/papers/duo_economic_white_paper.pdf,DUO Network_info
https://www.gstarcoin.info/download/Gstar%20Whitepaper_English%201.3.pdf,GStar
https://drive.google.com/file/d/1ZW_SINFg-oT06DBrTTiwAOu0V4IyGetm/view,SKYBIT_info
https://docsend.com/view/gwbwpc3,KAVA_info
https://www.veriblock.org/wp-content/uploads/2018/03/PoP-White-Paper.pdf,VeriBlock_info
https://alphatechnology.io/AFX.pdf,ATECH
https://www.rapidz.io/wp-content/themes/rapidz/WP-en.pdf,Rapidz
https://docsend.com/view/jjvty8q,Emogi_info
https://kuverr.io/whitepaper/KUV_WP.pdf,Kuverit_info
https://storage.googleapis.com/dexon-website/DEXON%20White%20Paper_v2.pdf,DEXON_info
https://hinto.win/hinto-white-paper.pdf,Hinto_info
https://www.navibration.com/Navibration-whitepaper-EN.pdf,Navibration
https://refinemedium.com/pdf/whitepaper.pdf,Refine Medium_info
https://res2.weblium.site/res/5b2bd5200735b20028821564/5d21ad84e04df60023de05ee,ISKRA_info
https://www.v.systems/static/vsyswhitepaper.pdf,V Systems
https://ultra.io/whitepaper,ULTRA_info
https://docsend.com/view/i98xgq9,BlobFlow
https://spdx.io/whitepaper/whitepaper_eng.pdf,SPENDER_info
https://cointoken.io/COINTOKEN-HOME_files/Whitepaper.pdf,Creditcoin_info
https://s3.ap-northeast-2.amazonaws.com/wishchain/WhitePaper_en_v0.72.pdf,Wish Chain_info
https://files.ioex.co/whitepaper/ioeX_whitepaper_en.pdf,ioeX_info
https://translateme.network/wp-content/uploads/2018/10/whitepaper.pdf,TranslateMe
https://allbebet.io/docs/white_paper_eng.pdf,Allbebet_info
https://migranet.io/wp-content/uploads/2019/04/Migranet-Whitepaper-v.1.1.10.pdf,Migranet_info
https://dexacoin.net/wp-content/uploads/2019/09/DEXA-COIN-WHITEPAPER-ENGLISH-UPDATED-26H-SEP-2019.pdf,DEXA Coin_info
https://tokensale.moozicore.com/whitepaper.pdf,Moozicore
,Сhromia
https://globalpropertyregister.io/wp-content/uploads/2019/03/revised-wp2.pdf,Global Property Register
https://cointoken.io/COINTOKEN-HOME_files/Whitepaper.pdf,Creditcoin
https://ico.rasputinmansion.com/downloads/roc_wpV1.0.pdf,ROC2
https://dexage.io/ico/files/white-paper.pdf,DexAge_info
https://www.hnb-ex.com/pdf/hbxt-whitepaper.pdf,H&B Exchange Token
https://docsend.com/view/ak3rdft,Dos Network_info
https://aerum.com/en/white-paper,Aerum_info
https://drive.google.com/drive/folders/1s902dyb4msuSu4dcg-9tlqE8vVcxC2Kb,Storichain
https://www.statizex.com/upload/documents/whitepaper.pdf,Statizex_info
https://www.freelanex.io/wp-content/uploads/2019/09/Whitepaper-Freelanex-1.pdf,Freelanex_info
https://drive.google.com/file/d/1I8saGafeyI2VNqXBuGzOnm31ikXVoo55/view,BitKAM Network
https://www.pocketnode.net/documents/NODE%20-%20The%20White%20Paper.pdf,Pocket Node_info
https://drive.google.com/file/d/1B6sUaeh6WH7EBeg_xJOBWEmGeAiz0xGo/view,PUBLISH
https://www.navibration.com/Navibration-whitepaper-EN.pdf,Navibration_info
https://curate.style/whitepaper.pdf,Curate_info
https://migranet.io/wp-content/uploads/2019/04/Migranet-Whitepaper-v.1.1.10.pdf,Migranet
https://nesten.io/Document/WP_en.pdf,Nesten
https://vodix.io/pdf/VodiX_WhitePaper_1.1_EN.pdf?1557845291,Vodi X
https://alphatechnology.io/AFX.pdf,ATECH_info
https://www.rachelx.co.uk/storage/2019/07/World-of-Rachel-White-Paper-V1.pdf,RachelX
https://co-initiative.io/wp-content/uploads/2019/09/WhitePaper_COI-compressed.pdf,Carbon Offset Initiative_info
https://drive.google.com/file/d/17UV10bQIOHBbGtcpKPYSeIgnD2jTo70H/view,Fr8 Network
https://ridenode.io/wp-content/uploads/2019/11/RideToken-WhitePaper-Version3.0.pdf,RideNode_info
https://marketc.net/media/MARKETCWHITEPAPER.pdf,MarketC_info
https://poseidon.eco/assets/documents/Poseidon-Climate-Rescue.pdf,Poseidon_info
https://www.celer.network/doc/CelerNetwork-Whitepaper.pdf,Celer Network
https://sto.cryptobuyer.io/static/downloads/cryptobuyer-whitepaper-v.1-7.pdf,Cryptobuyer_info
https://drive.google.com/file/d/1c8LZjH9MwkM48p9kBbw10t4S0fno_z3u/view,ECOMI_info
https://www.cazplus.com/pdfs/CazPlus%20WP.pdf,CazPlus
https://www.dropbox.com/s/74vbh6rq4tq7a3r/WhitepaperV12.1.pdf,UssCyber
https://www.juchating.io/data/JUCHATING_Whitepaper_EN_ver2.1.pdf,Juchating_info
https://www.newtonproject.org/whitepaper/,Newton
https://drive.google.com/file/d/17UV10bQIOHBbGtcpKPYSeIgnD2jTo70H/view,Fr8 Network_info
https://drive.google.com/file/d/1VyyV2WksKE5xbmmwp_QjeK4Vf6YKEVfZ/view,ZeroBank
https://drive.google.com/file/d/1VyyV2WksKE5xbmmwp_QjeK4Vf6YKEVfZ/view,ZeroBank_info
https://www.xtock.io/resources/paper/Xtock_whitepaper_eng_1.2.pdf,XTock_info
https://cestates.io/assets/download/cestates_whitepaper.pdf,C Estates
https://drive.google.com/file/d/1xSdwKmSXXY30sHMduLGhRsjv_69oeyw1/view,Natural Eco Carbon Coin_info
https://www.tripedia.io/download/%e7%99%bd%e7%9a%ae%e6%9b%b8-%e8%8b%b1%e6%96%87?wpdmdl=800,Tripedia
https://drive.google.com/file/d/1WyEe0YnoihbtJrhykLZGdt0nnHF53Fi-/view,USNS
https://www.telecoin.info/wp-content/uploads/2018/11/Telecoin_Whitepaper.pdf,Telecoin_info
https://kronn.net/file/Whitepaper%20v2.0.pdf,Kronn_info
https://megaltr.com/upload/whitepaper%20english.pdf,MegaLTR
https://level01.io/wp-content/uploads/2018/06/level01_whitepaper_final1-2.pdf,Level01_info
https://elrond.com/files/Elrond_Whitepaper_EN.pdf,Elrond Network
https://squeezer.io/docs/Squeezer_White_Paper.pdf,Squeezer_info
https://coin.fashion/storage/Fashion%20Coin%20Whitepaper%20[EN]%20.pdf,Fashion Coin_info
https://www.bitstars.io/WHITEPAPER1.1.pdf,Bitstars
https://duo.network/papers/duo_economic_white_paper.pdf,DUO Network
https://wavelet.perlin.net/whitepaper.pdf,Perlin
https://icos.icobox.io/uploads/whitepaper/2018/03/5a9d0eac786e1.pdf,CryptoAds_info
https://bitwings.org/white-paper-en.pdf,BitWings
file:///Users/user/Downloads/ALLIVE_WhitePaper_EN.pdf,Allive_info
https://www.decimated.net/whitepaper-browser-version/,Decimated
https://github.com/grabityorg/WhitePaper/blob/master/Eng.MD,Grabity
https://alpha-x.io/assets/website/whitepaper/Whitepaper.pdf,AlphaX_info
https://bitherplatform.io/docs/Whitepaper.pdf,Bither_info
https://s3-eu-west-1.amazonaws.com/sid.frinwo.com/whitepaper/WhitePaper_SID_Public.pdf,SID Token_info
https://www.coinanalyst.tech/whitepaper,Coin Analyst
https://bit.ly/2UTZox4,MPCX
https://blackpearlchain.io/wp-content/uploads/2019/05/blackpearl5_Issuer_version_1_0_1.pdf,Blackpearl_info
https://www.nitrotoken.io/pdf/white-paper-en.pdf,Nitro platform token_info
https://www.bravesound.io/brave-wp.pdf,Brave Sound Token
https://bitagro.io/wp-content/uploads/2019/03/Agro-Exchange-WP1.2.pdf,Bit Agro
https://membrana.io/static/pdf/membrana_whitepaper_eng.pdf,Membrana
https://drive.google.com/file/d/1V4pw7x1h_svLWr9mU8HxuIwSaOoWruCK/view,CharS_info
https://marketc.net/media/MARKETCWHITEPAPER.pdf,MarketC
https://jura.network/Whitepaper%20of%20JURA.pdf,Jura
https://pixby.io/app/public/white-paper,PIXBY Project_info
https://www.goldenugget.ch/wp-content/uploads/2019/09/whitepaper-goldenugget-1.3-en.pdf,GoldeNugget
https://drive.google.com/file/d/1sHpW_5W9jU6l2JKRVI0ezDfw1CcVDjL5/view,Castweet_info
https://www.zeux.tech/assets/PDF/ZEUX-White-paper-Eng.pdf,Zeux_info
https://captiveapp.com/captivewhitepaper.pdf,Captive_info
https://www.opiria.io/static/docs/Opiria-PDATA-Whitepaper.pdf,PDATA
https://docs.google.com/presentation/d/1vqjfCwbu91zsAcMxsdvPPliKVCgD0eMC01hQQTRS6AE/edit#slide=id.p1,Ziktalk_info
https://www.terragreen.io/greenpaper.pdf,TerraGreen_info
https://bandprotocol.com/whitepaper-3.0.1.pdf,Band Protocol
https://docs.google.com/document/d/16RBxiuPNhG7DkvTx9odzcQvPc9EdTKnmKaohURxrLTA/edit,CurioInvest_info
https://s3-eu-west-1.amazonaws.com/sid.frinwo.com/whitepaper/WhitePaper_SID_Public.pdf,SID Token
https://connectingcoin.io/wp-content/uploads/2018/10/Connect-Coin-WHITE-PAPER-v1.0-2.pdf,XCon
https://blackpearlchain.io/wp-content/uploads/2019/05/blackpearl5_Issuer_version_1_0_1.pdf,Blackpearl
https://www.izichain.network/White-Page-IZIChain-Final-EN.pdf,IZIChain
https://k.im/download/whitepaper.pdf,K
www.dwcproject.com/white-paper,Digital Wallet
https://hiway.io/downloads/HIWAY_white_paper_v1.2.pdf,Hiway_info
file:///Users/user/Downloads/ALLIVE_WhitePaper_EN.pdf,Allive
https://www.sportx.one/files/SportX_Whitepaper_en.pdf,SportX
https://citios.io/assets/CitiOS_Whitepaper-e9acad274b3bd3121964deeb8703ec1b97da1f8b2d78a87aa03710d1fc9538f2.pdf,CitiOS
https://www.farm2kitchen.io/downloads/f2kwhitepaper.pdf,Farm2Kitchen_info
https://www.nexxusuniversity.com/Attachments/38/21/NexxusWhitepaper.pdf,Nexxus Rewards
